liga,temporada,equipo,id,nombre,posicion,dorsal,Tackles Won,Unsuccessful Crosses open play,Total Losses Of Possession,Duels lost,Forward Passes,Total Touches In Opposition Box,Goals Conceded Inside Box,Aerial Duels,Successful Passes Opposition Half,Rightside Passes,Touches,Unsuccessful Crosses & Corners,Leftside Passes,Tackles Lost,Duels,Backward Passes,Total Fouls Won,PutThrough/Blocked Distribution,Successful Short Passes,Unsuccessful Passes Opposition Half,Throw Ins to Own Player,Unsuccessful Passes Own Half,Unsuccessful Long Passes,Total Fouls Conceded,Substitute Off,Games Played,Ground Duels lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Ground Duels won,Total Successful Passes ( Excl Crosses & Corners ) ,Total Clearances,Unsuccessful Short Passes,Ground Duels,Open Play Passes,Index,Successful Long Passes,Recoveries,Successful Passes Own Half,Yellow Cards,Aerial Duels lost,Appearances,Total Passes,Starts,Time Played,Successful Open Play Passes,Duels won,Total Tackles,Goals Conceded,Aerial Duels won,Home Goals,Away Goals,Winning Goal,Corners Taken (incl short corners),Blocks,Key Passes (Attempt Assists),PutThrough/Blocked Distribution Won,Substitute On,Unsuccessful Corners into Box,Successful Dribbles,Total Shots,Times Tackled,Shots On Target ( inc goals ),Own Goal Scored,Foul Attempted Tackle,Interceptions,Unsuccessful Launches,Saves Made from Inside Box,Saves Made,Corners Won,GK Successful Distribution,Shots Off Target (inc woodwork),Hit Woodwork,Successful Crosses & Corners,Successful Crosses open play,Unsuccessful Dribbles,Successful Corners into Box,Blocked Shots,Attempts from Set Pieces,Successful Launches,Throw Ins to Opposition Player,Catches,Drops,Clean Sheets,Saves Made from Outside Box,GK Unsuccessful Distribution,Saves made - parried,Handballs conceded,Goals,Headed Goals,Goals from Inside Box,Goal Assists,Assists (Intentional)
Concacaf_Campeones_Cup,2021,Columbus Crew,5poofr1j8221dhowins42c1jp,E. Hurtado,Forward,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,agw4ksz62ddb0q7h7lon4na0a,A. Keita,Defender,30,,,4.0,1.0,8.0,,,2.0,4.0,2.0,26.0,,2.0,,4.0,1.0,,,8.0,3.0,,1.0,2.0,1.0,,1.0,1.0,4.0,1.0,9.0,5.0,2.0,2.0,12.0,10.0,1.0,1.0,5.0,,,1.0,13.0,1.0,90.0,8.0,3.0,,,2.0,0.0,0.0,0.0,,1.0,,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,7775omrubpksg48eyo4wksvyt,G. Lillard,Defender,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,Midfielder,7,2.0,,10.0,8.0,7.0,,,1.0,5.0,3.0,27.0,,,1.0,12.0,,1.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,,1.0,7.0,4.0,4.0,6.0,2.0,2.0,11.0,10.0,10.0,,7.0,2.0,,1.0,1.0,10.0,1.0,90.0,6.0,4.0,3.0,,,0.0,0.0,0.0,,1.0,,,,,,,3.0,,,1.0,,2.0,,,,,,,1.0,1.0,3.0,,,,,1.0,,,1.0,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,8m434r9gz4dowd88hqwhfnox5,A. Mățan,Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,ehalix6sdzrzgddodpxfc0lhx,J. Mensah,Defender,4,1.0,,10.0,,15.0,1.0,,4.0,2.0,2.0,42.0,,3.0,,5.0,3.0,,1.0,11.0,5.0,,4.0,6.0,,,1.0,,9.0,1.0,14.0,11.0,3.0,1.0,19.0,10.0,3.0,3.0,12.0,,,1.0,23.0,1.0,90.0,12.0,5.0,1.0,,4.0,1.0,0.0,0.0,,1.0,,1.0,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,1.0,,
Concacaf_Campeones_Cup,2021,Columbus Crew,6yvnraewyl2f5mx6imq1mh9lh,Steven Moreira,Defender,0,1.0,1.0,9.0,4.0,7.0,,,2.0,4.0,,32.0,1.0,3.0,,5.0,2.0,,2.0,8.0,3.0,4.0,2.0,,2.0,1.0,1.0,2.0,4.0,1.0,8.0,4.0,4.0,3.0,12.0,10.0,,1.0,4.0,,2.0,1.0,12.0,1.0,58.0,8.0,1.0,1.0,,,0.0,0.0,0.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,d38mrccgoud3qomh3supk202d,D. Nagbe,Midfielder,6,,,2.0,3.0,7.0,,,2.0,8.0,9.0,32.0,,4.0,,10.0,1.0,4.0,,20.0,1.0,,,,,1.0,1.0,1.0,1.0,7.0,20.0,2.0,1.0,8.0,20.0,10.0,,5.0,12.0,,2.0,1.0,21.0,1.0,78.0,19.0,7.0,,,,0.0,0.0,0.0,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,c44bkncqmptribnxki1dyppbe,I. Parente,Midfielder,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,yb7c70u86g7i6whymdws8t0p,M. Valenzuela,Defender,19,1.0,,2.0,,3.0,,,1.0,1.0,2.0,13.0,,,,3.0,,1.0,,4.0,1.0,2.0,,1.0,,,1.0,,1.0,2.0,4.0,2.0,,2.0,4.0,10.0,,2.0,4.0,,,1.0,5.0,,32.0,4.0,3.0,1.0,,1.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,1.0
Concacaf_Campeones_Cup,2021,Columbus Crew,x4hsnlz1ngvhw8xc4215s2j9,J. Williams,Defender,3,,,,1.0,5.0,,,3.0,6.0,5.0,21.0,,5.0,,5.0,,1.0,,13.0,,,,,1.0,,1.0,1.0,,1.0,15.0,4.0,,2.0,14.0,10.0,2.0,2.0,9.0,,,1.0,15.0,1.0,90.0,14.0,4.0,,,3.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,f393lhns0ptvcs7cj0t07f00l,B. Wright-Phillips,Forward,99,,,4.0,4.0,3.0,,,2.0,2.0,,9.0,,1.0,,4.0,1.0,,2.0,3.0,1.0,,1.0,1.0,1.0,,1.0,2.0,2.0,,3.0,,1.0,2.0,5.0,10.0,,1.0,1.0,,2.0,1.0,5.0,,12.0,3.0,,,,,0.0,0.0,0.0,,1.0,,1.0,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2021,Columbus Crew,d8htrjr6ponlb7rlw9fywp045,L. Zelarayán,Midfielder,10,,,15.0,8.0,6.0,,,3.0,7.0,5.0,35.0,3.0,3.0,,13.0,1.0,3.0,1.0,7.0,9.0,,,,2.0,1.0,1.0,6.0,6.0,4.0,9.0,,6.0,10.0,15.0,10.0,2.0,3.0,3.0,,2.0,1.0,15.0,1.0,78.0,9.0,5.0,,,1.0,0.0,0.0,0.0,1.0,,,,,1.0,2.0,,4.0,,,,,,,,1.0,,,,1.0,,2.0,,2.0,2.0,,,,,,,,,,,,,,
