liga,temporada,equipo,id,nombre,posicion,dorsal,Throw Ins to Own Player,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Long Passes,Unsuccessful Short Passes,Successful Passes Own Half,Duels lost,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful Dribbles,Backward Passes,Duels won,PutThrough/Blocked Distribution,Total Fouls Won,Aerial Duels,Total Losses Of Possession,Successful Short Passes,Total Clearances,Time Played,Clean Sheets,Unsuccessful Passes Opposition Half,Duels,Index,Rightside Passes,Ground Duels,Ground Duels won,Throw Ins to Opposition Player,Starts,Unsuccessful Long Passes,Ground Duels lost,Appearances,Open Play Passes,Tackles Lost,Games Played,Aerial Duels lost,Leftside Passes,Foul Attempted Tackle,Successful Open Play Passes,Total Tackles,Unsuccessful Passes Own Half,Interceptions,Total Passes,Aerial Duels won,Times Tackled,Successful Passes Opposition Half,Touches,Forward Passes,Recoveries,Total Fouls Conceded,Winning Goal,Unsuccessful Launches,Successful Dribbles,Tackles Won,Key Passes (Attempt Assists),Substitute On,Total Shots,Unsuccessful Crosses & Corners,PutThrough/Blocked Distribution Won,Substitute Off,Blocked Shots,Shots Off Target (inc woodwork),Corners Won,Unsuccessful Crosses open play,Overruns,Unsuccessful Corners into Box,Total Touches In Opposition Box,Corners Taken (incl short corners),Attempts from Set Pieces,Shots On Target ( inc goals ),Offsides,Catches,Saves Made from Inside Box,GK Successful Distribution,Saves Made,Goal Kicks,Saves Made from Outside Box,Saves made - parried,Blocks,Successful Launches,Total Red Cards,Straight Red Cards,Successful Corners into Box,Successful Crosses & Corners,Successful Lay-offs,Handballs conceded,GK Unsuccessful Distribution,Red Cards - 2nd Yellow
Concacaf_Campeones_Cup,2023,Club Tigres UANL,7uuli7jqi66bkkotgkypsignp,N. Guzmán,Goalkeeper,1,,8,6,,30,,31,,,,,,,8,25,,90,1,4,,10,10,,,,1,8,,1,31,,1,,8,,24,,4,,39,,,1,48,21,7,,0,1,,,,,,,,,,,,,,,,,,,,1,1,10,3,5,2,1,,,,,,,,,,
Concacaf_Campeones_Cup,2023,Club Tigres UANL,9ust2jottz8epaowj06jc0u7d,N. Ibáñez,Forward,9,,2,,2,2,3,4,,1,,1,,,4,4,,7,,2,3,10,1,3,,,,,3,1,6,,1,,2,,4,,,,6,,1,2,9,2,1,1,0,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2023,Club Tigres UANL,2irms3moqosywa14re7n2awh5,D. Lainez,Midfielder,16,,4,,4,6,5,19,2,9,3,2,,,10,19,,75,,6,8,10,6,8,3,,1,,5,1,23,2,1,,1,,19,3,1,,23,,3,13,34,7,1,,0,,,1,1,,1,3,,1,1,,2,3,,,2,,,1,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2023,Club Tigres UANL,4s64184dkx6ueuosa45eynqzu,F. Ordóñez,Defender,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2023,Club Tigres UANL,casil63kq0cfbxw6sr0q9unrp,G. Pizarro,Midfielder,19,,10,5,6,47,3,75,,3,7,1,,3,12,70,2,90,1,4,10,10,21,7,5,,1,4,2,1,84,2,1,1,38,1,74,4,6,2,85,2,,28,100,23,7,1,1,1,1,2,1,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
Concacaf_Campeones_Cup,2023,Club Tigres UANL,rrvj4qsdi3g9aowe1rohmbit,L. Quiñones,Forward,23,,7,,6,6,7,29,3,8,12,1,4,1,20,29,,89,,12,19,10,3,18,11,,1,1,7,1,36,1,1,,14,1,29,4,,,36,1,5,23,61,11,5,1,0,,3,3,,,1,5,,1,,,1,3,,2,2,2,,1,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2023,Club Tigres UANL,51dqp43vt4ctlibmgj5pgm4lx,D. Reyes,Defender,13,,5,2,2,54,3,72,,3,1,,,2,5,70,1,90,1,4,4,10,35,2,1,,1,3,1,1,77,1,1,2,26,,72,1,1,2,77,,,18,85,13,4,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Concacaf_Campeones_Cup,2023,Club Tigres UANL,a3vqeuqyswgt9f41454z73lxx,F. Rodríguez,Goalkeeper,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2023,Club Tigres UANL,eif2ze2ewa7i712lj87x29mnd,E. Tercero,Defender,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2023,Club Tigres UANL,33afzlkan65vmjahs9a15sf6d,J. Vigón,Midfielder,6,,5,,5,4,,9,,2,1,1,,1,5,9,,15,,3,1,10,3,,,,,,,1,13,,1,,5,,8,,2,,14,1,,5,15,4,,,0,,,,,1,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2023,Club Tigres UANL,d9y2nzwk6kkcejglaa4kxeuvp,Rafael Carioca,Midfielder,5,,7,2,5,38,7,64,,11,3,1,1,,12,62,,85,,5,10,10,22,10,3,,1,2,7,1,69,,1,,22,2,62,2,2,,71,,2,26,83,16,10,3,0,1,,2,1,,1,,1,,2,1,1,,,,,,,,,,,,,,,,,,1,1,,,,,,
Concacaf_Campeones_Cup,2023,Los Angeles FC,6k22ppzw6wv0c4gskzxk28fyt,K. Acosta,Midfielder,23,,10,1,9,10,5,23,1,5,4,2,1,1,14,22,,90,1,9,9,10,8,8,4,,1,1,4,1,32,1,1,1,10,,22,2,2,2,33,,1,14,49,10,6,1,0,1,1,1,1,,,1,1,,,,,,,1,,2,,,,,,,,,,,,,,,1,1,,,,
Concacaf_Campeones_Cup,2023,Los Angeles FC,eoxsyfrsq1x9xa2zxvw8ui0ru,S. Biuk,Forward,7,,1,,1,2,,2,,1,,,,,1,2,,13,,1,,10,1,,,,,,,1,3,,1,,,,2,,,,3,,,,4,1,1,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2023,Los Angeles FC,399pgumsrvtb9kcx58vw5cmlm,M. Bogusz,Midfielder,19,,6,,6,5,9,20,1,6,7,,3,,13,20,1,64,,6,16,10,4,16,7,,1,,9,1,26,2,1,,6,,20,3,1,1,26,,5,15,45,10,8,1,0,,1,1,1,,1,1,,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,1,,,
Concacaf_Campeones_Cup,2023,Los Angeles FC,9bsl9l00l69qc7odmqzez5xp1,D. Bouanga,Forward,99,1,5,,4,4,10,14,3,6,9,,3,,18,14,1,90,1,3,19,10,6,19,9,,1,1,10,1,19,,1,,6,1,14,,2,1,19,,8,10,48,1,6,2,0,1,6,,,,2,,,,1,,1,,1,,2,,1,2,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2023,Los Angeles FC,6jbob98hqg50s3fg4hug5oel1,G. Chiellini,Defender,14,,10,1,4,14,2,28,,3,9,,2,4,13,27,6,90,1,10,11,10,12,7,5,,1,6,2,1,33,2,1,,5,,26,3,,4,38,4,1,14,59,18,4,1,0,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Concacaf_Campeones_Cup,2023,Los Angeles FC,6nmcuw8asxh6k3l5khx5atmfp,M. Crépeau,Goalkeeper,16,,8,4,,12,1,13,,,,,,1,8,9,1,89,,2,1,10,7,,,,1,8,,1,11,,1,1,,,5,,6,,21,,,1,27,14,4,,0,2,,,,,,,,1,,,,,,,,,,,,,,9,3,9,3,,,,,,,,,,2,
Concacaf_Campeones_Cup,2023,Los Angeles FC,er0xm9k5zv8kcvcy7bnwp086i,E. Dueñas,Defender,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2023,Los Angeles FC,b04uukw5ec0mngnwqjih7oqac,L. Flores,Forward,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2023,Los Angeles FC,82sayfife5cfdk9isox5gg8ut,R. Hollingshead,Defender,24,6,5,2,4,11,2,32,1,1,11,,1,3,9,30,1,90,1,2,13,10,6,10,8,1,1,1,2,1,37,3,1,,17,,32,7,3,2,37,3,1,21,61,13,6,,0,1,,4,,,1,,,,,1,,,,,3,,,,,,,,,,,,1,,,,,,,,,
Concacaf_Campeones_Cup,2023,Los Angeles FC,f59t4bsy21u3d4n319rd6rfqi,F. Krastev,Midfielder,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2023,Los Angeles FC,cgq6c4c89nrl1nfucnb6x785,A. Long,Defender,33,,8,1,2,14,1,17,,2,5,,1,3,8,16,6,90,1,6,6,10,5,3,3,,1,6,,1,22,1,1,1,7,,14,2,2,1,25,2,,3,37,11,2,,0,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,
Concacaf_Campeones_Cup,2023,Los Angeles FC,46ax1wehohnsnxef6nk4y3uuh,D. Maldonado,Defender,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2023,Los Angeles FC,br9ewy459g6kw8tx8jghbfx79,J. McCarthy,Goalkeeper,77,,,,,,,,,,,,,,,,,1,,,,10,,,,,,,,1,,,1,,,,,,,,,,,,,,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2023,Los Angeles FC,6gm6xblgacwqj5shxup2giy1h,J. Murillo,Defender,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2023,Los Angeles FC,cqwdk0w7mxdt5xs3kefcp2f6y,C. Olivera,Midfielder,25,,3,,3,2,9,11,3,6,4,3,2,2,18,11,,77,,5,13,10,2,11,4,,1,,7,1,14,,1,2,2,,11,1,2,,14,,4,9,37,4,5,2,0,,1,1,,,2,4,1,1,,1,1,4,,,6,,,1,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2023,Los Angeles FC,36e17qrefearxp7lxb1eibwbu,N. Ordaz,Forward,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2023,Los Angeles FC,4hlb7ro1ytm6vyn9gkv2p2gh5,D. Palacios,Defender,12,3,2,1,1,16,4,31,1,6,5,2,,1,5,30,,63,,2,9,10,14,8,4,,1,1,4,1,33,,1,,2,2,31,3,,4,33,1,2,15,48,11,11,2,0,1,1,3,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1
Concacaf_Campeones_Cup,2023,Los Angeles FC,bhs4ewg9udrhs2cqw4617hivp,Sergi Palencia,Defender,30,2,2,,1,1,4,2,,,3,1,1,,3,2,,26,,,7,10,3,7,3,,,1,4,1,4,2,1,,,1,2,2,2,,4,,,1,11,1,1,3,0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2023,Los Angeles FC,bdwbbro06256s61ed42kejvmd,Ilie Sánchez,Midfielder,6,,8,2,7,14,,34,,,4,1,,,8,32,2,90,1,6,4,10,6,4,4,,1,1,,1,39,1,1,,20,,31,4,2,1,42,,,20,54,16,7,,0,1,,3,,,,,1,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,
Concacaf_Campeones_Cup,2023,Los Angeles FC,62qm90k4d9lsuf4l176moad49,T. Tillman,Midfielder,11,,1,,1,1,1,2,,,,,,,2,2,,13,,1,1,10,1,1,,,,,1,1,3,,1,,1,,2,,,,3,,1,1,5,1,3,,0,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Campeones_Cup,2023,Los Angeles FC,2w5xjif5lfjq0qhwox0ha11x,C. Vela,Forward,10,1,4,,3,5,3,16,2,3,5,2,2,1,10,16,,77,,7,8,10,2,7,5,,1,1,2,1,16,,1,1,9,,13,3,,,20,,2,11,35,6,3,,0,,,3,1,,,3,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,
