liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Own Goal Scored,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Unsuccessful Passes Opposition Half,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Shots Off Target (inc woodwork),Total Fouls Conceded,Total Shots,PutThrough/Blocked Distribution,Foul Attempted Tackle,Blocks,Total Touches In Opposition Box,Shots On Target ( inc goals ),Attempts from Set Pieces,Substitute On,Goals,Right Foot Goals,Yellow Cards,Goals from Inside Box,Assists (Intentional),Goal Assists,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Substitute Off,Key Passes (Attempt Assists),Unsuccessful Dribbles,Unsuccessful Crosses & Corners,Corners Won,Goals from Outside Box,Penalties Taken,Penalty Goals,Corners Taken (incl short corners),Unsuccessful Corners into Box,Saves Made,GK Successful Distribution,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Goalkeeper Smother,Successful Lay-offs,Total Red Cards,Blocked Shots,Straight Red Cards,Foul Won Penalty,Throw Ins to Opposition Player,Goals Conceded Outside Box,Clean Sheets,Successful Crosses & Corners,Successful Crosses open play,Left Foot Goals,Offsides,Handballs conceded,Hit Woodwork,Unsuccessful lay-offs,Punches,Catches,Saves Made from Outside Box,Through balls,Successful Corners into Box,Saves made - parried,Penalty Goals Conceded,Drops,Penalties Faced,Headed Goals,Penalties Conceded,Second Goal Assists,Red Cards - 2nd Yellow
Concacaf_Leagues_Cup_2019_2022,2019,Club Tigres UANL,casil63kq0cfbxw6sr0q9unrp,G. Pizarro,Midfielder,19,279.0,,207.0,21.0,88.0,,3.0,,2.0,20.0,113.0,9.0,13.0,217.0,,195.0,3.0,16.0,74.0,11.0,15.0,3.0,5.0,249.0,3.0,23.0,54.0,10.0,16.0,6.0,5.0,2.0,27.0,3.0,4.0,3.0,9.0,68.0,191.0,201.0,4.0,2.0,11.0,7.0,2.0,14.0,,,4.0,1.0,3.0,4.0,1.0,2.0,1.0,,,1.0,,,1.0,,,,3.0,,1.0,,,1.0,,,,,,,,,,,,1.0,,2.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,2.0,,,1.0,,,
Concacaf_Leagues_Cup_2019_2022,2019,Club Tigres UANL,rrvj4qsdi3g9aowe1rohmbit,L. Quiñones,Forward,23,143.0,,55.0,13.0,37.0,,1.0,,,28.0,12.0,2.0,7.0,56.0,6.0,46.0,2.0,8.0,10.0,16.0,4.0,1.0,1.0,95.0,3.0,23.0,14.0,10.0,12.0,2.0,3.0,1.0,24.0,1.0,3.0,3.0,12.0,19.0,47.0,48.0,1.0,1.0,12.0,1.0,1.0,11.0,,,1.0,,2.0,1.0,,7.0,,,2.0,,,,,,,6.0,2.0,1.0,3.0,2.0,9.0,3.0,,,,3.0,3.0,,,,,,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Club Tigres UANL,51dqp43vt4ctlibmgj5pgm4lx,D. Reyes,Defender,18,74.0,,24.0,1.0,4.0,1.0,1.0,,2.0,3.0,17.0,1.0,2.0,24.0,,21.0,1.0,3.0,11.0,1.0,1.0,1.0,2.0,33.0,1.0,3.0,8.0,10.0,5.0,,,4.0,9.0,5.0,1.0,1.0,2.0,4.0,21.0,21.0,6.0,,4.0,1.0,2.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Club Tigres UANL,1tvahhuutqgqeqgox3sm2wd79,L. Rodríguez,Midfielder,28,205.0,10.0,121.0,20.0,67.0,1.0,3.0,,2.0,26.0,48.0,6.0,9.0,124.0,3.0,101.0,2.0,12.0,9.0,13.0,9.0,2.0,6.0,172.0,3.0,26.0,39.0,10.0,13.0,11.0,2.0,2.0,30.0,3.0,3.0,3.0,15.0,56.0,110.0,112.0,4.0,2.0,17.0,4.0,2.0,11.0,,1.0,5.0,1.0,4.0,4.0,,4.0,,,1.0,,,,,,,7.0,3.0,,2.0,1.0,7.0,1.0,,,,,,,,,,,,,,,,,2.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,1.0,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Club Tigres UANL,6l97gjz7cqyesvghutj2k3nbp,C. Salcedo,Defender,3,189.0,2.0,183.0,6.0,61.0,4.0,10.0,,4.0,16.0,108.0,5.0,6.0,185.0,,149.0,1.0,16.0,90.0,13.0,15.0,2.0,3.0,205.0,2.0,10.0,61.0,10.0,8.0,20.0,1.0,2.0,16.0,4.0,2.0,2.0,4.0,28.0,167.0,169.0,6.0,3.0,8.0,2.0,4.0,6.0,3.0,,3.0,,1.0,1.0,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,
Concacaf_Leagues_Cup_2019_2022,2019,Club Tigres UANL,7dz2c9rqxasc733fedsrp3l2i,J. Purata,Defender,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Club Tigres UANL,eif2ze2ewa7i712lj87x29mnd,E. Tercero,Defender,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Club Tigres UANL,6t4m47wbrylj0zp336aogocet,J. Torres Nilo,Defender,6,279.0,16.0,124.0,28.0,44.0,4.0,7.0,,3.0,24.0,68.0,9.0,7.0,125.0,2.0,103.0,3.0,14.0,48.0,8.0,9.0,3.0,8.0,169.0,3.0,18.0,40.0,10.0,16.0,8.0,2.0,3.0,24.0,,4.0,3.0,5.0,9.0,110.0,111.0,6.0,4.0,8.0,5.0,1.0,13.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,2.0,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,2.0,,,,1.0,,
Concacaf_Leagues_Cup_2019_2022,2019,Club Tigres UANL,5gy8utku4n0on9gn9vqgij52i,R. Torres,Midfielder,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Club Tigres UANL,5e0oab3nztsl617zjkxi0d2ad,E. Valencia,Forward,13,177.0,,37.0,15.0,24.0,,,,7.0,18.0,8.0,3.0,10.0,41.0,2.0,31.0,1.0,10.0,10.0,7.0,4.0,2.0,3.0,64.0,2.0,13.0,6.0,10.0,12.0,,1.0,6.0,26.0,,2.0,2.0,7.0,10.0,27.0,31.0,13.0,3.0,14.0,,,6.0,,3.0,2.0,6.0,1.0,1.0,,12.0,3.0,,,,,,,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Club Tigres UANL,8vzp8ywd7n1bhtmncdca1gno5,E. Vargas,Forward,9,180.0,1.0,70.0,22.0,38.0,,1.0,,1.0,22.0,28.0,1.0,9.0,72.0,2.0,58.0,3.0,10.0,25.0,10.0,10.0,2.0,2.0,104.0,3.0,12.0,8.0,10.0,5.0,4.0,1.0,1.0,14.0,,3.0,3.0,8.0,17.0,60.0,62.0,2.0,1.0,9.0,,2.0,4.0,,2.0,3.0,3.0,2.0,2.0,,3.0,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,3.0,2.0,2.0,2.0,1.0,,,5.0,1.0,,,,,,,3.0,,3.0,,,,,1.0,4.0,1.0,,1.0,,,,,,,,3.0,,2.0,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Club Tigres UANL,d8htrjr6ponlb7rlw9fywp045,L. Zelarayán,Midfielder,8,62.0,,20.0,5.0,12.0,,1.0,,,9.0,5.0,1.0,2.0,20.0,1.0,17.0,,3.0,3.0,3.0,4.0,1.0,1.0,29.0,1.0,5.0,5.0,10.0,3.0,,1.0,,5.0,,,1.0,2.0,7.0,17.0,17.0,,1.0,2.0,,,3.0,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
