liga,temporada,equipo,id,nombre,posicion,dorsal,Total Tackles,Throw Ins to Own Player,Total Clearances,Successful Short Passes,Tackles Won,Corners Won,Ground Duels won,Aerial Duels,Unsuccessful Passes Own Half,Games Played,Successful Open Play Passes,Rightside Passes,Forward Passes,Tackles Lost,Substitute Off,Successful Passes Own Half,Overruns,Through balls,Backward Passes,PutThrough/Blocked Distribution Won,Time Played,Appearances,Goal Assists,Unsuccessful Passes Opposition Half,Duels won,Open Play Passes,Unsuccessful Short Passes,Ground Duels,Unsuccessful Crosses open play,Shots Off Target (inc woodwork),Aerial Duels won,Leftside Passes,Unsuccessful Dribbles,Total Successful Passes ( Excl Crosses & Corners ) ,Total Touches In Opposition Box,Successful Lay-offs,Clean Sheets,Recoveries,Starts,Total Losses Of Possession,PutThrough/Blocked Distribution,Touches,Total Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Aerial Duels lost,Successful Dribbles,Ground Duels lost,Duels,Successful Passes Opposition Half,Index,Duels lost,Shots On Target ( inc goals ),Substitute On,Unsuccessful Crosses & Corners,Total Shots,Times Tackled,Total Fouls Won,Winning Goal,Goals Conceded Inside Box,Unsuccessful Long Passes,Successful Long Passes,Goals Conceded,Interceptions,Unsuccessful Launches,Throw Ins to Opposition Player,Key Passes (Attempt Assists),Successful Launches,Goals from Inside Box,Right Foot Goals,Left Foot Goals,Offsides,Total Fouls Conceded,Unsuccessful lay-offs,Goals,Home Goals,Away Goals,Successful Crosses & Corners,Unsuccessful Corners into Box,Assists (Intentional),Foul Attempted Tackle,Blocks,Successful Corners into Box,Corners Taken (incl short corners),Successful Crosses open play,Blocked Shots,GK Successful Distribution,Goal Kicks,Penalty Goals,Penalties Taken,Yellow Cards,Handballs conceded,Clearances Off the Line,Second Goal Assists,Foul Won Penalty,Goals from Outside Box,Red Cards - 2nd Yellow,Total Red Cards,Punches,Saves Made,GK Unsuccessful Distribution,Saves Made from Inside Box,Last Player Tackle,Saves Made from Outside Box,Goals Conceded Outside Box,Hit Woodwork,Attempts from Set Pieces,Goalkeeper Smother,Drops,Penalties Faced,Penalties Saved,Saves made - parried,Saves from Penalty,Straight Red Cards,Penalties Conceded
Concacaf_Concacaf_Gold_Cup,2025 USA - Canada,Curaçao,5za437wrlqizff74n6uqodpzp,K. Gorré,Forward,14,5.0,2.0,2.0,28.0,4.0,3.0,13.0,3.0,2.0,3.0,27.0,15.0,12.0,1.0,3.0,9.0,1.0,,12.0,2.0,228.0,3.0,,15.0,13.0,41.0,11.0,26.0,3.0,2.0,,3.0,5.0,28.0,4.0,,,6.0,3.0,34.0,8.0,88.0,42.0,14.0,3.0,5.0,13.0,29.0,20.0,10.0,16.0,,,3.0,2.0,9.0,3.0,0.0,1.0,3.0,,2.0,2.0,2.0,,,,,,,,4.0,,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2025 USA - Canada,Curaçao,1j835btnkq15067iuoe5teuvp,R. Janga,Forward,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2025 USA - Canada,Curaçao,3a89nlkh1p3l3qi6o70uzp5ud,G. Kastaneer,Forward,19,1.0,,,7.0,,,1.0,5.0,,3.0,6.0,1.0,5.0,1.0,1.0,1.0,,,2.0,1.0,93.0,3.0,,3.0,3.0,9.0,3.0,5.0,,,2.0,2.0,,7.0,3.0,,,,1.0,6.0,1.0,19.0,10.0,3.0,3.0,,4.0,10.0,6.0,10.0,7.0,1.0,2.0,,1.0,1.0,,0.0,1.0,,,1.0,,,,2.0,,,,,1.0,4.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2025 USA - Canada,Curaçao,7053nqhl9wu2u1kegzo9aopg5,B. Kuwas,Forward,17,,,,5.0,,,,2.0,,2.0,5.0,,3.0,,,1.0,,,4.0,1.0,10.0,2.0,,5.0,2.0,8.0,2.0,2.0,,,2.0,2.0,,5.0,,,,,,7.0,1.0,14.0,9.0,4.0,,,2.0,4.0,4.0,10.0,2.0,,2.0,1.0,,,1.0,0.0,1.0,2.0,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2025 USA - Canada,Curaçao,bbgnf53iva9u2rzc6xz045j9x,J. Locadia,Forward,9,3.0,,1.0,21.0,3.0,,12.0,8.0,2.0,3.0,16.0,6.0,5.0,,,10.0,,,14.0,,197.0,3.0,,10.0,16.0,28.0,11.0,20.0,,2.0,4.0,8.0,,21.0,12.0,2.0,,1.0,2.0,23.0,1.0,67.0,33.0,12.0,4.0,,8.0,28.0,11.0,10.0,12.0,1.0,1.0,,3.0,3.0,9.0,0.0,2.0,1.0,,3.0,,,,3.0,,,,,1.0,3.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2025 USA - Canada,Curaçao,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,Forward,16,,2.0,1.0,32.0,,1.0,6.0,5.0,1.0,3.0,33.0,,7.0,,3.0,12.0,2.0,,17.0,4.0,216.0,3.0,,14.0,8.0,45.0,12.0,23.0,3.0,,2.0,21.0,7.0,33.0,3.0,4.0,,8.0,3.0,29.0,5.0,81.0,45.0,12.0,3.0,2.0,17.0,28.0,21.0,10.0,20.0,,,3.0,,10.0,4.0,0.0,1.0,,1.0,2.0,3.0,,,1.0,,,,,,5.0,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2025 USA - Canada,Curaçao,baghnvel8qsn5k9s79jiyldnu,A. Martha,Defender,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2025 USA - Canada,Curaçao,5fcaaack3wbn6nfdx1qoqoafp,C. Martina,Defender,2,1.0,,8.0,71.0,1.0,,3.0,4.0,6.0,1.0,72.0,11.0,28.0,,,56.0,,,6.0,,90.0,1.0,,2.0,6.0,80.0,3.0,4.0,,,3.0,37.0,,74.0,,,1.0,3.0,1.0,8.0,1.0,98.0,82.0,8.0,1.0,1.0,1.0,8.0,18.0,10.0,2.0,,,,,,1.0,0.0,,5.0,3.0,,,4.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2025 USA - Canada,Curaçao,679ax4aocvzlvj4i7a1bb8rv8,T. Mercera,Defender,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2025 USA - Canada,Curaçao,en1pg53s5zagsx7wg6tossnah,G. Roemeratoe,Midfielder,6,3.0,,3.0,50.0,2.0,,4.0,1.0,5.0,3.0,55.0,11.0,16.0,1.0,,31.0,,,16.0,,126.0,3.0,,7.0,4.0,67.0,6.0,7.0,,,,24.0,,55.0,,2.0,,7.0,1.0,15.0,1.0,84.0,67.0,12.0,1.0,,3.0,8.0,24.0,10.0,4.0,,2.0,,,1.0,1.0,0.0,1.0,6.0,5.0,2.0,2.0,3.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2025 USA - Canada,Curaçao,7cza2st4pm7zecztqgeauujmd,E. Room,Goalkeeper,1,,,2.0,65.0,,,,,4.0,3.0,45.0,32.0,43.0,,,66.0,,,,,270.0,3.0,,17.0,,62.0,,,,,,15.0,,69.0,,,1.0,24.0,3.0,24.0,,109.0,90.0,21.0,,,,,3.0,10.0,,,,,,,,0.0,2.0,21.0,4.0,3.0,,18.0,,,2.0,,,,,,,,,,,,,,,,,,,30.0,23.0,,,,,,,,,,,2.0,4.0,3.0,2.0,,1.0,1.0,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2025 USA - Canada,Curaçao,5yxt2x26j6ym393evvb5utvdg,R. Rosario,Forward,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2025 USA - Canada,Curaçao,9nfnsmvztogcglrros1kqej56,J. Zimmerman,Forward,13,,,,3.0,,,,1.0,,2.0,3.0,1.0,2.0,,,1.0,,,2.0,2.0,25.0,2.0,1.0,4.0,1.0,6.0,3.0,5.0,1.0,,1.0,1.0,1.0,3.0,2.0,,,2.0,,6.0,2.0,14.0,6.0,3.0,,,5.0,6.0,2.0,10.0,5.0,,2.0,1.0,,1.0,,0.0,1.0,,,1.0,,,,,,,,,,3.0,,,,,,,1.0,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2025 USA - Canada,Curaçao,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,Defender,4,2.0,,14.0,150.0,,,4.0,9.0,10.0,3.0,155.0,87.0,56.0,2.0,,129.0,,,6.0,,270.0,3.0,,12.0,9.0,177.0,8.0,5.0,,1.0,5.0,35.0,,162.0,5.0,,1.0,9.0,3.0,24.0,,223.0,184.0,22.0,4.0,,1.0,14.0,33.0,10.0,5.0,1.0,,,2.0,,2.0,0.0,2.0,14.0,12.0,3.0,7.0,9.0,,,5.0,,,,1.0,1.0,,,,,,,,,2.0,,,,,4.0,4.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,
