liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Substitute On,Appearances,Index,Games Played,Yellow Cards,Substitute Off,Goals Conceded Inside Box,Starts,Goals Conceded,Clean Sheets,Goals,Right Foot Goals,Open Play Passes,Successful Passes Opposition Half,Total Passes,Successful Short Passes,Total Shots,Touches,Total Touches In Opposition Box,Shots On Target ( inc goals ),Assists (Intentional),Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goal Assists,Successful Crosses & Corners,Successful Crosses open play,Total Red Cards,Straight Red Cards,Headed Goals,Forward Passes,Unsuccessful Crosses open play,Throw Ins to Own Player,Successful Lay-offs,Corners Won,Backward Passes,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Fouls Conceded,Successful Dribbles,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Ground Duels,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Left Foot Goals,Unsuccessful Crosses & Corners,Handballs conceded,Ground Duels lost,Tackles Won,Duels lost,Tackles Lost,Ground Duels won,Successful Launches,PutThrough/Blocked Distribution Won,Aerial Duels lost,Set Pieces Goals,Goals from Outside Box,Attempts from Set Pieces,Aerial Duels won,Total Clearances,Aerial Duels,Unsuccessful lay-offs,Offsides,Unsuccessful Launches,Foul Attempted Tackle,Blocks,Interceptions,Corners Taken (incl short corners),Unsuccessful Corners into Box,Saves Made,GK Successful Distribution,Catches,Saves Made from Inside Box,Penalties Conceded,Throw Ins to Opposition Player,Penalties Off Target,Penalties Taken,Successful Corners into Box,Punches,Saves Made from Outside Box,Saves made - parried,Penalties Faced,GK Unsuccessful Distribution,Own Goal Scored,Goals Conceded Outside Box,Penalties Saved,Saves from Penalty,Clearances Off the Line,Hit Woodwork,Red Cards - 2nd Yellow,Foul Won Penalty,Penalty Goals,Goalkeeper Smother,Through balls,Saves made - caught,Drops
Concacaf_Concacaf_U17,2017 Panama,Panama Under 17,7rw4455szcnph7byffn4ihq7d,H. Harding,Defender,4,360.0,,4.0,10.0,4.0,,,2.0,4.0,4.0,2.0,,,45.0,8.0,52.0,25.0,1.0,74.0,1.0,,,16.0,,25.0,31.0,,,,,,,28.0,,,,,,15.0,1.0,23.0,23.0,2.0,6.0,2.0,,21.0,8.0,,20.0,,2.0,,1.0,8.0,5.0,6.0,2.0,,10.0,,,,4.0,,5.0,2.0,4.0,2.0,,1.0,,,,1.0,9.0,2.0,,,9.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Panama Under 17,g90owpcctescfpb8r8kazld5,J. Lynch,Forward,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Panama Under 17,afoe3zrz763a02mro7yhjxofd,J. Méndez,Midfielder,20,115.0,4.0,5.0,10.0,5.0,,1.0,,1.0,,,,,16.0,6.0,18.0,14.0,1.0,33.0,,,,4.0,,13.0,15.0,,1.0,,1.0,,,6.0,1.0,,,,3.0,1.0,1.0,9.0,10.0,2.0,2.0,3.0,,3.0,5.0,,7.0,,1.0,3.0,,6.0,4.0,1.0,1.0,,7.0,,4.0,,3.0,2.0,3.0,,3.0,,3.0,,,,,1.0,,1.0,,,,3.0,,1.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Panama Under 17,cglbi7v8i7auykupmng41t59l,Á. Orelién,Midfielder,7,360.0,,4.0,10.0,4.0,1.0,,3.0,4.0,5.0,1.0,2.0,2.0,57.0,39.0,67.0,43.0,7.0,182.0,17.0,5.0,1.0,16.0,2.0,36.0,44.0,1.0,5.0,,,,,29.0,3.0,7.0,,5.0,9.0,3.0,2.0,85.0,10.0,3.0,20.0,2.0,9.0,23.0,13.0,8.0,33.0,3.0,14.0,8.0,2.0,51.0,24.0,1.0,11.0,7.0,54.0,,12.0,,28.0,2.0,30.0,1.0,23.0,,7.0,2.0,,,2.0,1.0,,3.0,,1.0,1.0,2.0,,,9.0,5.0,,,,,,1.0,,1.0,4.0,,,,,,,2.0,,,,1.0,,1.0,1.0,,1.0,,
Concacaf_Concacaf_U17,2017 Panama,Panama Under 17,22bkoeclfywombxqhzuiuge09,C. Peralta,Defender,14,450.0,,5.0,10.0,5.0,,,3.0,5.0,5.0,2.0,,,93.0,35.0,103.0,51.0,,222.0,,,,18.0,,52.0,56.0,,,,,,,74.0,2.0,57.0,,3.0,8.0,19.0,,72.0,21.0,8.0,28.0,6.0,2.0,47.0,3.0,1.0,37.0,,13.0,2.0,12.0,32.0,23.0,5.0,10.0,2.0,36.0,,2.0,,13.0,5.0,13.0,3.0,19.0,,,,,,,4.0,5.0,4.0,,,3.0,3.0,1.0,7.0,,,,,,,,14.0,,,,,,,,,,2.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Panama Under 17,5nu9ms4hrohh8h9cizbiteq5l,Á. Pérez,Midfielder,6,180.0,,2.0,10.0,2.0,,,1.0,2.0,1.0,1.0,,,22.0,4.0,23.0,10.0,,33.0,,,,,,13.0,14.0,,,,,,,18.0,1.0,,,,1.0,2.0,,10.0,10.0,,7.0,3.0,,9.0,4.0,,7.0,,3.0,1.0,3.0,4.0,2.0,4.0,1.0,,8.0,,1.0,,3.0,,6.0,,1.0,2.0,1.0,3.0,,,,1.0,2.0,4.0,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Panama Under 17,7o5naltffqdhi93zbh2tflhwp,R. Rivas,Forward,19,62.0,1.0,2.0,10.0,2.0,,1.0,,1.0,,,,,6.0,3.0,6.0,3.0,1.0,9.0,1.0,,,2.0,,3.0,3.0,,,,,,,1.0,,,1.0,1.0,3.0,,1.0,5.0,,,3.0,,,3.0,,,2.0,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Panama Under 17,dksesgqhu16qjmk1dg17e8wkp,S. Trejos,Defender,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Panama Under 17,e0eyya1rciyxlmii6rychd97t,D. Valanta,Midfielder,10,249.0,3.0,5.0,10.0,5.0,,2.0,2.0,2.0,3.0,,,,54.0,32.0,57.0,40.0,1.0,94.0,2.0,1.0,1.0,14.0,,39.0,42.0,1.0,1.0,1.0,,,,21.0,1.0,,1.0,,14.0,1.0,,34.0,11.0,3.0,14.0,4.0,2.0,15.0,8.0,7.0,18.0,,4.0,5.0,,26.0,11.0,2.0,4.0,8.0,31.0,,3.0,,17.0,3.0,20.0,,9.0,,5.0,3.0,,,,2.0,1.0,5.0,,2.0,,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,
Concacaf_Concacaf_U17,2017 Panama,Panama Under 17,aj7lh29ei0p4choau8amu2yg9,N. Williams,Forward,18,52.0,3.0,3.0,10.0,3.0,,,,,,,,,8.0,6.0,8.0,6.0,3.0,22.0,7.0,,,,,6.0,6.0,,,,,,,1.0,,1.0,,,6.0,,3.0,7.0,,2.0,2.0,1.0,1.0,2.0,1.0,,2.0,,,,,5.0,3.0,,,,5.0,,,1.0,2.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
