liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Own Goal Scored,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Unsuccessful Passes Opposition Half,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Shots Off Target (inc woodwork),Total Fouls Conceded,Total Shots,PutThrough/Blocked Distribution,Foul Attempted Tackle,Blocks,Total Touches In Opposition Box,Shots On Target ( inc goals ),Attempts from Set Pieces,Substitute On,Goals,Right Foot Goals,Yellow Cards,Goals from Inside Box,Assists (Intentional),Goal Assists,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Substitute Off,Key Passes (Attempt Assists),Unsuccessful Dribbles,Unsuccessful Crosses & Corners,Corners Won,Goals from Outside Box,Penalties Taken,Penalty Goals,Corners Taken (incl short corners),Unsuccessful Corners into Box,Saves Made,GK Successful Distribution,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Goalkeeper Smother,Successful Lay-offs,Total Red Cards,Blocked Shots,Straight Red Cards,Foul Won Penalty,Throw Ins to Opposition Player,Goals Conceded Outside Box,Clean Sheets,Successful Crosses & Corners,Successful Crosses open play,Left Foot Goals,Offsides,Handballs conceded,Hit Woodwork,Unsuccessful lay-offs,Punches,Catches,Saves Made from Outside Box,Through balls,Successful Corners into Box,Saves made - parried,Penalty Goals Conceded,Drops,Penalties Faced,Headed Goals,Penalties Conceded,Second Goal Assists,Red Cards - 2nd Yellow
Concacaf_Leagues_Cup_2019_2022,2019,CF Cruz Azul,8urkitc19yftx182gfaa8may1,M. Domínguez,Forward,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,CF Cruz Azul,64d0bjnplywbybkge20roti39,J. Escobar,Defender,24,91.0,5.0,54.0,8.0,32.0,2.0,3.0,,,16.0,20.0,1.0,2.0,56.0,,49.0,,5.0,28.0,8.0,7.0,1.0,2.0,84.0,2.0,7.0,19.0,10.0,5.0,2.0,3.0,1.0,8.0,2.0,,2.0,3.0,1.0,49.0,51.0,1.0,1.0,3.0,,,4.0,,1.0,,2.0,1.0,,1.0,3.0,1.0,,1.0,,,,,,,5.0,1.0,,,1.0,5.0,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,CF Cruz Azul,51xhmu9q14hlqc1zei83dum6t,G. Fernández,Midfielder,10,51.0,,43.0,4.0,30.0,,1.0,,1.0,6.0,9.0,2.0,3.0,43.0,1.0,33.0,,4.0,16.0,3.0,5.0,,1.0,49.0,2.0,6.0,7.0,10.0,4.0,6.0,,1.0,8.0,,,2.0,3.0,16.0,39.0,39.0,2.0,2.0,4.0,,,3.0,,,1.0,,1.0,1.0,,,,,2.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,CF Cruz Azul,5jm6s85v4f9w6fgk3t23p9nmd,E. Hernández,Midfielder,11,38.0,,9.0,2.0,9.0,,,,,4.0,,,2.0,10.0,,8.0,1.0,2.0,6.0,2.0,2.0,,,16.0,3.0,3.0,1.0,10.0,,,,,3.0,,1.0,3.0,3.0,1.0,7.0,8.0,,,3.0,,1.0,,,,1.0,2.0,1.0,1.0,,2.0,2.0,,3.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,CF Cruz Azul,a90ij1awgqzkdenmj391fiz11,I. Lichnovsky,Defender,5,270.0,,130.0,14.0,50.0,5.0,7.0,,6.0,25.0,60.0,7.0,15.0,132.0,,102.0,1.0,22.0,48.0,13.0,14.0,3.0,9.0,168.0,3.0,16.0,44.0,10.0,14.0,8.0,1.0,6.0,28.0,2.0,2.0,3.0,8.0,26.0,108.0,110.0,12.0,4.0,14.0,3.0,6.0,8.0,2.0,2.0,6.0,2.0,7.0,4.0,1.0,2.0,,,,,,3.0,,,,,6.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,CF Cruz Azul,4k9tjk42om3xdrb9pkxckeuad,J. Madueña,Defender,27,180.0,19.0,73.0,12.0,35.0,1.0,1.0,,2.0,16.0,29.0,1.0,9.0,73.0,,58.0,,10.0,7.0,7.0,6.0,2.0,5.0,111.0,2.0,3.0,25.0,10.0,4.0,5.0,2.0,1.0,6.0,3.0,1.0,2.0,,29.0,63.0,63.0,3.0,1.0,2.0,,1.0,3.0,1.0,,,1.0,2.0,,1.0,1.0,1.0,,,1.0,,,,,,2.0,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,CF Cruz Azul,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,Midfielder,17,119.0,,38.0,8.0,19.0,,,,1.0,20.0,10.0,1.0,10.0,38.0,,25.0,1.0,10.0,3.0,11.0,8.0,1.0,2.0,59.0,3.0,8.0,6.0,10.0,2.0,3.0,1.0,,9.0,1.0,2.0,3.0,6.0,21.0,28.0,28.0,1.0,1.0,7.0,,2.0,2.0,1.0,1.0,3.0,1.0,2.0,,,4.0,,,2.0,,,1.0,,1.0,1.0,3.0,,,2.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,CF Cruz Azul,axrchx0095dg0ydpb1ajj19ed,O. Pineda,Midfielder,31,231.0,,91.0,19.0,60.0,,1.0,,2.0,33.0,18.0,4.0,14.0,92.0,8.0,71.0,1.0,15.0,27.0,15.0,5.0,3.0,1.0,142.0,3.0,29.0,24.0,10.0,21.0,6.0,8.0,1.0,32.0,1.0,2.0,3.0,9.0,22.0,76.0,77.0,3.0,1.0,11.0,3.0,1.0,20.0,,1.0,,3.0,4.0,,,8.0,2.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,1.0,,1.0,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,CF Cruz Azul,bepgomq3u5u8e6d4qrsj0frh1,J. Rodríguez,Forward,21,177.0,,51.0,14.0,24.0,,,,2.0,32.0,13.0,2.0,15.0,51.0,3.0,34.0,,15.0,11.0,18.0,6.0,2.0,1.0,92.0,2.0,24.0,18.0,10.0,12.0,2.0,6.0,1.0,27.0,,,2.0,13.0,8.0,36.0,36.0,3.0,2.0,15.0,,,11.0,,2.0,4.0,6.0,4.0,2.0,,13.0,4.0,,,1.0,,1.0,1.0,,,4.0,,1.0,1.0,6.0,4.0,3.0,,,,1.0,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,CF Cruz Azul,dqq19igp5rfd0zu25a4ojxgid,Y. Yotún,Midfielder,19,269.0,,168.0,22.0,113.0,3.0,12.0,,2.0,58.0,42.0,9.0,21.0,183.0,3.0,134.0,1.0,33.0,57.0,45.0,18.0,3.0,2.0,244.0,3.0,35.0,59.0,10.0,19.0,16.0,5.0,2.0,39.0,,2.0,3.0,18.0,45.0,141.0,150.0,4.0,5.0,20.0,4.0,,17.0,,2.0,7.0,4.0,5.0,4.0,,2.0,2.0,1.0,,1.0,,1.0,1.0,1.0,2.0,3.0,1.0,1.0,6.0,3.0,14.0,5.0,,1.0,1.0,15.0,9.0,,,,,,,1.0,,2.0,,,,1.0,1.0,5.0,1.0,1.0,,,,,,,,2.0,4.0,,,,,,,,
